,preproc_label,model_label,método,parámetros,columnas_out,auc_train,auc_val,threshold,f1_train,f1_val
94,preprocess_v2_smoteTomek20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 50, 'random_state': 2020}",,0.8558991645459536,0.6599692168139061,1.0,0.8195386702849389,0.38453038674033146
95,preprocess_v2_smoteTomek50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 50, 'random_state': 2020}",,0.9469976644315529,0.7176122061653494,1.0,0.9464374087938584,0.3062267657992565
96,preprocess_v2,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 50, 'random_state': 2020}",,0.7013006191127618,0.6855291265826137,1,0.5586776859504132,0.5089094796863863
97,preprocess_v2_under50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 50, 'random_state': 2020}",,0.8509641135511516,0.7997385692651582,1,0.8577999233422768,0.37162790697674414
98,preprocess_v1_over50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 100, 'random_state': 2020}",,0.8717840047865976,0.7933464030906182,1,0.8816504050073638,0.38408918165695466
99,preprocess_v1_smote20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 100, 'random_state': 2020}",,0.805759402841826,0.6881795213231645,1.0,0.7441756272401433,0.5083798882681564
100,preprocess_v1_smote50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 100, 'random_state': 2020}",,0.9375373952931791,0.7104241955501043,1.0,0.9367768959991926,0.4561224489795918
101,preprocess_v1_smoteTomek20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 100, 'random_state': 2020}",,0.8398441820861303,0.6698444569338615,1.0,0.8003592716583653,0.48435171385991055
102,preprocess_v1_smoteTomek50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 100, 'random_state': 2020}",,0.9396644817800548,0.7205247149523091,1.0,0.9388388936267708,0.481675392670157
103,preprocess_v1,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 100, 'random_state': 2020}",,0.6818003991608713,0.6753342247702151,1,0.5193578847969783,0.49375459221160906
104,preprocess_v1_under50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 100, 'random_state': 2020}",,0.8314140332083556,0.788703834829928,1,0.8401675764885109,0.3603396832683039
105,preprocess_v2_over50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 100, 'random_state': 2020}",,0.9682264658954925,0.5,1,0.9673343329104354,0.1570275722932078
106,preprocess_v2_smote20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 100, 'random_state': 2020}",,0.8032537690278737,0.638076768346275,1.0,0.741826381059752,0.2620932277924362
107,preprocess_v2_smote50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 100, 'random_state': 2020}",,0.9382728360590347,0.7334675969384226,1.0,0.9375,0.32216678545972915
108,preprocess_v2_smoteTomek20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 100, 'random_state': 2020}",,0.8397014784400106,0.6514800315006632,1.0,0.7984350802836417,0.3730921424533635
109,preprocess_v2_smoteTomek50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 100, 'random_state': 2020}",,0.9397649363369244,0.725878354312422,1.0,0.9388831556014219,0.31206657420249656
110,preprocess_v2,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 100, 'random_state': 2020}",,0.6842074716236424,0.6757199755032803,1,0.5235680751173709,0.4937728937728938
111,preprocess_v2_under50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 100, 'random_state': 2020}",,0.8306106052490626,0.7963769966577523,1,0.8375080282594733,0.36909471724458925
112,preprocess_v1_over50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 250, 'random_state': 2020}",,0.8527622656561628,0.8047430791215004,1,0.8639452648068372,0.3859306301905227
113,preprocess_v1_smote20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 250, 'random_state': 2020}",,0.786936166741103,0.6816322220694262,1.0,0.7152024446142092,0.5003573981415297
114,preprocess_v1_smote50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 250, 'random_state': 2020}",,0.9287868966892702,0.7137201061866175,1.0,0.9276881210049996,0.45279288185862576
115,preprocess_v1_smoteTomek20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 250, 'random_state': 2020}",,0.8329906471589322,0.6713874598661222,1.0,0.7857899454086206,0.48453608247422675
116,preprocess_v1_smoteTomek50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 250, 'random_state': 2020}",,0.927911298626284,0.71299334027464,1.0,0.9262755069281248,0.4721485411140583
117,preprocess_v1,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 250, 'random_state': 2020}",,0.6675779830400962,0.6676034085289241,1,0.48533333333333334,0.4791044776119403
118,preprocess_v1_under50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 250, 'random_state': 2020}",,0.8077129084092125,0.7903563811477754,1,0.8277764451906932,0.3345812807881773
119,preprocess_v2_over50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 250, 'random_state': 2020}",,0.9662694455524533,0.5,1,0.9653041337573084,0.1570275722932078
